Date,Hour,EnergyUsage(TWh),Country_x,EnergyGeneration(TWh),Country_y,Country
2022-03-26,0:00,0.0007325774269591,Serbia,0.0019786833264394,Serbia,Serbia
2022-03-26,1:00,0.0007590563013867,Serbia,0.0024578798853118,Serbia,Serbia
2022-03-26,2:00,0.000733030364988,Serbia,0.0027659901172726,Serbia,Serbia
2022-03-26,3:00,0.0007573279291799,Serbia,0.0032163773995173,Serbia,Serbia
2022-03-26,4:00,0.0007559025978553,Serbia,0.003666283959507,Serbia,Serbia
2022-03-26,5:00,0.0008897901802516,Serbia,0.0040423459004584,Serbia,Serbia
2022-03-26,6:00,0.0010433668779354,Serbia,0.0040756728097211,Serbia,Serbia
2022-03-26,7:00,0.0011816644531013,Serbia,0.0038370898694306,Serbia,Serbia
2022-03-26,8:00,0.0013517114144211,Serbia,0.0036655703483511,Serbia,Serbia
2022-03-26,9:00,0.0014813925933228,Serbia,0.0,Serbia,Serbia
2022-03-26,10:00,0.0007594450046332,Serbia,0.0,Serbia,Serbia
2022-03-26,11:00,0.0007362311270217,Serbia,0.0,Serbia,Serbia
2022-03-26,12:00,0.0007396415531407,Serbia,0.0,Serbia,Serbia
2022-03-26,13:00,0.0007404038116696,Serbia,0.0,Serbia,Serbia
2022-03-26,14:00,0.0007500580380555,Serbia,0.0,Serbia,Serbia
2022-03-26,15:00,0.0008774834439318,Serbia,0.0037554852383541,Serbia,Serbia
2022-03-26,16:00,0.0010397932303341,Serbia,0.0040617129072298,Serbia,Serbia
2022-03-26,17:00,0.0012146224042253,Serbia,0.0039524873463348,Serbia,Serbia
2022-03-26,18:00,0.0013170287146693,Serbia,0.003877278589506,Serbia,Serbia
2022-03-26,19:00,0.0014937771631136,Serbia,0.0035875089182996,Serbia,Serbia
2022-03-26,20:00,0.0007439421348725,Serbia,0.0034499077524615,Serbia,Serbia
2022-03-26,21:00,0.0007327330156172,Serbia,0.0031984623422015,Serbia,Serbia
2022-03-26,22:00,0.0007417658513653,Serbia,0.0028632253004645,Serbia,Serbia
2022-03-26,23:00,0.0007383597446601,Serbia,0.002392981027355,Serbia,Serbia
