Date,Hour,EnergyUsage(TWh),Country_x,EnergyGeneration(TWh),Country_y,Country
2022-11-13,0:00,0.0007394293674836,Serbia,0.0019800088337954,Serbia,Serbia
2022-11-13,1:00,0.0007558588515813,Serbia,0.0024012205203236,Serbia,Serbia
2022-11-13,2:00,0.0007549093945874,Serbia,0.0028090286077227,Serbia,Serbia
2022-11-13,3:00,0.0007371007509865,Serbia,0.0032544245651973,Serbia,Serbia
2022-11-13,4:00,0.0007359288086123,Serbia,0.0035680149389355,Serbia,Serbia
2022-11-13,5:00,0.0008825162713277,Serbia,0.0039749612910549,Serbia,Serbia
2022-11-13,6:00,0.0010435758722656,Serbia,0.0040561868530825,Serbia,Serbia
2022-11-13,7:00,0.0011982664294403,Serbia,0.003761033118307,Serbia,Serbia
2022-11-13,8:00,0.0013336983165921,Serbia,0.003566491439195,Serbia,Serbia
2022-11-13,9:00,0.0015125781469597,Serbia,0.0,Serbia,Serbia
2022-11-13,10:00,0.00075070569748,Serbia,0.0,Serbia,Serbia
2022-11-13,11:00,0.0007555093297035,Serbia,0.0,Serbia,Serbia
2022-11-13,12:00,0.0007491493009434,Serbia,0.0,Serbia,Serbia
2022-11-13,13:00,0.0007325075133732,Serbia,0.0,Serbia,Serbia
2022-11-13,14:00,0.0007392865299712,Serbia,0.0,Serbia,Serbia
2022-11-13,15:00,0.0008804568784701,Serbia,0.0037570735634834,Serbia,Serbia
2022-11-13,16:00,0.0010228767376025,Serbia,0.0040391648611769,Serbia,Serbia
2022-11-13,17:00,0.0011810043887855,Serbia,0.003985489200064,Serbia,Serbia
2022-11-13,18:00,0.0013275489077843,Serbia,0.0038872166038846,Serbia,Serbia
2022-11-13,19:00,0.001481310205688,Serbia,0.003612771065668,Serbia,Serbia
2022-11-13,20:00,0.0007395711836727,Serbia,0.0033992422305087,Serbia,Serbia
2022-11-13,21:00,0.0007490363405144,Serbia,0.0032450037606342,Serbia,Serbia
2022-11-13,22:00,0.0007524703679787,Serbia,0.0028349955379383,Serbia,Serbia
2022-11-13,23:00,0.0007558097849073,Serbia,0.0023785813386168,Serbia,Serbia
