Date,Hour,EnergyUsage(TWh),Country_x,EnergyGeneration(TWh),Country_y,Country
2022-09-30,0:00,0.0007504908303235,Serbia,0.0020136231770959,Serbia,Serbia
2022-09-30,1:00,0.0007381223971744,Serbia,0.0024147697259043,Serbia,Serbia
2022-09-30,2:00,0.0007393862185849,Serbia,0.0028358164500784,Serbia,Serbia
2022-09-30,3:00,0.0007297086989079,Serbia,0.0032509304402688,Serbia,Serbia
2022-09-30,4:00,0.0007494152108667,Serbia,0.003658321231623,Serbia,Serbia
2022-09-30,5:00,0.0008815793694497,Serbia,0.0039815917079179,Serbia,Serbia
2022-09-30,6:00,0.0010460309209554,Serbia,0.0040453636562624,Serbia,Serbia
2022-09-30,7:00,0.0011692981043007,Serbia,0.0037666476024601,Serbia,Serbia
2022-09-30,8:00,0.0013483508244472,Serbia,0.0036373981336457,Serbia,Serbia
2022-09-30,9:00,0.0014670802653838,Serbia,0.0,Serbia,Serbia
2022-09-30,10:00,0.000755940616631,Serbia,0.0,Serbia,Serbia
2022-09-30,11:00,0.0007500595604113,Serbia,0.0,Serbia,Serbia
2022-09-30,12:00,0.0007387242400434,Serbia,0.0,Serbia,Serbia
2022-09-30,13:00,0.0007348255434047,Serbia,0.0,Serbia,Serbia
2022-09-30,14:00,0.0007528676982515,Serbia,0.0,Serbia,Serbia
2022-09-30,15:00,0.0008977897913792,Serbia,0.003844421020892,Serbia,Serbia
2022-09-30,16:00,0.0010554399906956,Serbia,0.0040521785314874,Serbia,Serbia
2022-09-30,17:00,0.0012115431970748,Serbia,0.0039757538115192,Serbia,Serbia
2022-09-30,18:00,0.0013404301872615,Serbia,0.0038699583142684,Serbia,Serbia
2022-09-30,19:00,0.0015037348962551,Serbia,0.0035799922663479,Serbia,Serbia
2022-09-30,20:00,0.0007389132009389,Serbia,0.0034313907946101,Serbia,Serbia
2022-09-30,21:00,0.0007351991644574,Serbia,0.0032627124048854,Serbia,Serbia
2022-09-30,22:00,0.0007438706631578,Serbia,0.0028539051393711,Serbia,Serbia
2022-09-30,23:00,0.0007323037863549,Serbia,0.0023762681493377,Serbia,Serbia
