Date,Hour,EnergyUsage(TWh),EnergyGeneration(TWh),Country
2020-07-25,0:00,0.0007368579935074,0.0021082090856635,Serbia
2020-07-25,1:00,0.00072079777966,0.0025884477959044,Serbia
2020-07-25,2:00,0.0007294028872518,0.0029387105431056,Serbia
2020-07-25,3:00,0.0007437124002676,0.0033851853645604,Serbia
2020-07-25,4:00,0.0007301458001794,0.0037469214956919,Serbia
2020-07-25,5:00,0.0008765635983249,0.0042903464593314,Serbia
2020-07-25,6:00,0.0010128074692674,0.0042638882111609,Serbia
2020-07-25,7:00,0.001152758174619,0.0039834751373161,Serbia
2020-07-25,8:00,0.0013376112620913,0.0037911964904727,Serbia
2020-07-25,9:00,0.0014784547998266,0.0,Serbia
2020-07-25,10:00,0.0007313088552252,0.0,Serbia
2020-07-25,11:00,0.0007369233054993,0.0,Serbia
2020-07-25,12:00,0.0007360485918502,0.0,Serbia
2020-07-25,13:00,0.0007266725909696,0.0,Serbia
2020-07-25,14:00,0.0007257490330787,0.0,Serbia
2020-07-25,15:00,0.0008938386223218,0.0040815864983848,Serbia
2020-07-25,16:00,0.0010125626943319,0.0042719034667502,Serbia
2020-07-25,17:00,0.0011718695347844,0.0041920311007911,Serbia
2020-07-25,18:00,0.0013315756782593,0.0040395588806952,Serbia
2020-07-25,19:00,0.0014450131202017,0.0038386373972697,Serbia
2020-07-25,20:00,0.0007363833311628,0.0035797300492402,Serbia
2020-07-25,21:00,0.0007298588752975,0.0033450298308046,Serbia
2020-07-25,22:00,0.0007220338225539,0.0029675095119671,Serbia
2020-07-25,23:00,0.0007377938596126,0.0025452086936615,Serbia
