Date,Hour,EnergyUsage(TWh),Country_x,EnergyGeneration(TWh),Country_y,Country
2021-03-09,0:00,0.0007811189829282,Serbia,0.0021515934622395,Serbia,Serbia
2021-03-09,1:00,0.0007775270904242,Serbia,0.0025995716532355,Serbia,Serbia
2021-03-09,2:00,0.0007544745311415,Serbia,0.003051150702021,Serbia,Serbia
2021-03-09,3:00,0.0007638667085911,Serbia,0.0034071242976311,Serbia,Serbia
2021-03-09,4:00,0.0007791390862843,Serbia,0.0038745076618392,Serbia,Serbia
2021-03-09,5:00,0.0009355744588785,Serbia,0.0042799327842972,Serbia,Serbia
2021-03-09,6:00,0.0010911347221742,Serbia,0.0042857789137595,Serbia,Serbia
2021-03-09,7:00,0.0012348701773713,Serbia,0.0041493619470713,Serbia,Serbia
2021-03-09,8:00,0.00139285577976,Serbia,0.0038581814096382,Serbia,Serbia
2021-03-09,9:00,0.0015509004826984,Serbia,0.0,Serbia,Serbia
2021-03-09,10:00,0.0007560784454539,Serbia,0.0,Serbia,Serbia
2021-03-09,11:00,0.0007581263620331,Serbia,0.0,Serbia,Serbia
2021-03-09,12:00,0.0007537459552323,Serbia,0.0,Serbia,Serbia
2021-03-09,13:00,0.0007552221369725,Serbia,0.0,Serbia,Serbia
2021-03-09,14:00,0.0007691147278379,Serbia,0.0,Serbia,Serbia
2021-03-09,15:00,0.0009101819616288,Serbia,0.0040111898706233,Serbia,Serbia
2021-03-09,16:00,0.0010577356870932,Serbia,0.004294384519575,Serbia,Serbia
2021-03-09,17:00,0.0012378574627307,Serbia,0.0043291671629401,Serbia,Serbia
2021-03-09,18:00,0.0013648387064798,Serbia,0.0041074340260002,Serbia,Serbia
2021-03-09,19:00,0.0015283770504552,Serbia,0.0038857991564003,Serbia,Serbia
2021-03-09,20:00,0.000774281929133,Serbia,0.0037055988279972,Serbia,Serbia
2021-03-09,21:00,0.0007659045546292,Serbia,0.0034619093540015,Serbia,Serbia
2021-03-09,22:00,0.0007648897914274,Serbia,0.0030389058195569,Serbia,Serbia
2021-03-09,23:00,0.0007660370899186,Serbia,0.0025468099952255,Serbia,Serbia
