Date,Hour,EnergyUsage(TWh),EnergyGeneration(TWh),Country
2020-10-17,0:00,0.0007254544518715,0.0021568837021957,Serbia
2020-10-17,1:00,0.0007203179594126,0.0025873849002463,Serbia
2020-10-17,2:00,0.000736230575048,0.0029870190614525,Serbia
2020-10-17,3:00,0.0007392483050822,0.0034016990955331,Serbia
2020-10-17,4:00,0.0007336062887558,0.0038525528903239,Serbia
2020-10-17,5:00,0.000895184985516,0.0043210953163707,Serbia
2020-10-17,6:00,0.0010362489399226,0.0042040069515194,Serbia
2020-10-17,7:00,0.001150840880681,0.0039658843233595,Serbia
2020-10-17,8:00,0.0012939069679549,0.003801936731356,Serbia
2020-10-17,9:00,0.0014389993139906,0.0,Serbia
2020-10-17,10:00,0.000733120876045,0.0,Serbia
2020-10-17,11:00,0.0007447708583569,0.0,Serbia
2020-10-17,12:00,0.0007398558935418,0.0,Serbia
2020-10-17,13:00,0.0007431694428933,0.0,Serbia
2020-10-17,14:00,0.000719942122825,0.0,Serbia
2020-10-17,15:00,0.0008833603071158,0.0040456375964529,Serbia
2020-10-17,16:00,0.0010336807529363,0.004290866251134,Serbia
2020-10-17,17:00,0.0011730438321978,0.0042551234643871,Serbia
2020-10-17,18:00,0.0013030825057562,0.0039535464353062,Serbia
2020-10-17,19:00,0.0014495081829514,0.0037863023868801,Serbia
2020-10-17,20:00,0.0007442625153034,0.0036297832957032,Serbia
2020-10-17,21:00,0.0007348526483728,0.0033589560957734,Serbia
2020-10-17,22:00,0.0007454380295972,0.0030237701533176,Serbia
2020-10-17,23:00,0.0007386174440162,0.0025333082234314,Serbia
