Date,Hour,EnergyUsage(TWh),EnergyGeneration(TWh),Country
2020-03-17,0:00,0.0007472202539383,0.002102941042892,Serbia
2020-03-17,1:00,0.0007272516051472,0.0025181509788865,Serbia
2020-03-17,2:00,0.0007355015071375,0.0029727397011659,Serbia
2020-03-17,3:00,0.0007204086479988,0.0034583406380482,Serbia
2020-03-17,4:00,0.0007362279002741,0.0038256286628178,Serbia
2020-03-17,5:00,0.0008788900602212,0.0042093149448348,Serbia
2020-03-17,6:00,0.0010445538907086,0.0042747765637315,Serbia
2020-03-17,7:00,0.0011774346189764,0.0039530356352988,Serbia
2020-03-17,8:00,0.0013165866834324,0.0037661313211894,Serbia
2020-03-17,9:00,0.0014545141351621,0.0,Serbia
2020-03-17,10:00,0.0007264965174072,0.0,Serbia
2020-03-17,11:00,0.0007300231750644,0.0,Serbia
2020-03-17,12:00,0.0007253688457141,0.0,Serbia
2020-03-17,13:00,0.0007381664198536,0.0,Serbia
2020-03-17,14:00,0.0007404974929463,0.0,Serbia
2020-03-17,15:00,0.0008641381641338,0.004058181495921,Serbia
2020-03-17,16:00,0.0010124779723174,0.0043056027223565,Serbia
2020-03-17,17:00,0.0011641445592376,0.0041593668087082,Serbia
2020-03-17,18:00,0.0013024309281873,0.0039523378466652,Serbia
2020-03-17,19:00,0.0014949766710703,0.0038269631276664,Serbia
2020-03-17,20:00,0.0007210575116671,0.0036205094285237,Serbia
2020-03-17,21:00,0.0007248999533333,0.0034315373983244,Serbia
2020-03-17,22:00,0.0007261487334744,0.0029453558201164,Serbia
2020-03-17,23:00,0.0007473278327409,0.0025909717927042,Serbia
