Date,Hour,EnergyUsage(TWh),EnergyGeneration(TWh),Country
2020-03-14,0:00,0.0007429134326093,0.0021188253571382,Serbia
2020-03-14,1:00,0.0007171522296193,0.0025229462717618,Serbia
2020-03-14,2:00,0.0007216037959267,0.002933765005872,Serbia
2020-03-14,3:00,0.0007249318232761,0.0034108788907133,Serbia
2020-03-14,4:00,0.0007430350854484,0.0037531209384068,Serbia
2020-03-14,5:00,0.0008718783406123,0.004239286061118,Serbia
2020-03-14,6:00,0.0010349837914919,0.0041648673992547,Serbia
2020-03-14,7:00,0.0011652785941857,0.0040752060444314,Serbia
2020-03-14,8:00,0.0013206816642136,0.0038727944574659,Serbia
2020-03-14,9:00,0.0014819736048392,0.0,Serbia
2020-03-14,10:00,0.0007443137593349,0.0,Serbia
2020-03-14,11:00,0.0007382861022846,0.0,Serbia
2020-03-14,12:00,0.0007455248104624,0.0,Serbia
2020-03-14,13:00,0.0007247592059951,0.0,Serbia
2020-03-14,14:00,0.0007364071853193,0.0,Serbia
2020-03-14,15:00,0.0008864789008937,0.0040588099376236,Serbia
2020-03-14,16:00,0.0010102867184031,0.0042617935373781,Serbia
2020-03-14,17:00,0.0011612449200606,0.0041895100623407,Serbia
2020-03-14,18:00,0.0012956332340004,0.0039591603239134,Serbia
2020-03-14,19:00,0.0014639210166084,0.003852904291685,Serbia
2020-03-14,20:00,0.0007226100482188,0.0036463403508077,Serbia
2020-03-14,21:00,0.000744932790813,0.0033807175390928,Serbia
2020-03-14,22:00,0.0007247268498299,0.0029530903880162,Serbia
2020-03-14,23:00,0.0007331861756978,0.0025287995987234,Serbia
