Date,Hour,EnergyUsage(TWh),EnergyGeneration(TWh),Country
2020-01-01,0:00,0.0007307303507567,0.0021495468151155,Serbia
2020-01-01,1:00,0.0007357414668275,0.0025620255358988,Serbia
2020-01-01,2:00,0.0007213600150036,0.0029945697232275,Serbia
2020-01-01,3:00,0.0007250817031563,0.0034445385547639,Serbia
2020-01-01,4:00,0.0007344986495115,0.0038032257233771,Serbia
2020-01-01,5:00,0.0008794954574284,0.0042926361552494,Serbia
2020-01-01,6:00,0.0010303847914836,0.0042278581328023,Serbia
2020-01-01,7:00,0.0011734074581405,0.0040063418089585,Serbia
2020-01-01,8:00,0.0013035161972702,0.0038515431193049,Serbia
2020-01-01,9:00,0.0014409891487137,0.0,Serbia
2020-01-01,10:00,0.0007454638420044,0.0,Serbia
2020-01-01,11:00,0.0007339216388697,0.0,Serbia
2020-01-01,12:00,0.0007293821459835,0.0,Serbia
2020-01-01,13:00,0.0007454140012905,0.0,Serbia
2020-01-01,14:00,0.0007292338360653,0.0,Serbia
2020-01-01,15:00,0.0008828278577322,0.0041034810477183,Serbia
2020-01-01,16:00,0.0010411253495876,0.0043058019093472,Serbia
2020-01-01,17:00,0.0011666207549858,0.0043078437892469,Serbia
2020-01-01,18:00,0.001326674323115,0.0039965613269029,Serbia
2020-01-01,19:00,0.0014462458429573,0.0038655833922964,Serbia
2020-01-01,20:00,0.0007352346299426,0.0035672508010865,Serbia
2020-01-01,21:00,0.0007184486337874,0.0034518439501296,Serbia
2020-01-01,22:00,0.0007401202701994,0.0030064477932462,Serbia
2020-01-01,23:00,0.0007408257153318,0.0025055759990142,Serbia
