Date,Hour,EnergyUsage(TWh),EnergyGeneration(TWh),Country
2020-01-02,0:00,0.0007411472071427,0.0021456269256051,Serbia
2020-01-02,1:00,0.0007414305497718,0.0025347716741378,Serbia
2020-01-02,2:00,0.000739366428285,0.0030005977850069,Serbia
2020-01-02,3:00,0.0007395767708624,0.0034273690108906,Serbia
2020-01-02,4:00,0.0007402804637294,0.0037522590244864,Serbia
2020-01-02,5:00,0.0008843507769993,0.0041661208688535,Serbia
2020-01-02,6:00,0.0010119406394193,0.0042528767774737,Serbia
2020-01-02,7:00,0.0011565827605776,0.0040015700127325,Serbia
2020-01-02,8:00,0.0013405932803192,0.0038316000645206,Serbia
2020-01-02,9:00,0.0014818371462364,0.0,Serbia
2020-01-02,10:00,0.0007287952567093,0.0,Serbia
2020-01-02,11:00,0.0007376491574008,0.0,Serbia
2020-01-02,12:00,0.0007178993078728,0.0,Serbia
2020-01-02,13:00,0.0007340792072646,0.0,Serbia
2020-01-02,14:00,0.0007426609648475,0.0,Serbia
2020-01-02,15:00,0.0008613447613403,0.0039778214987608,Serbia
2020-01-02,16:00,0.0010068950401132,0.0042413393603643,Serbia
2020-01-02,17:00,0.0011568618637043,0.0041702272132661,Serbia
2020-01-02,18:00,0.0013050985129981,0.0040842001475072,Serbia
2020-01-02,19:00,0.0014561455724862,0.0038892888638022,Serbia
2020-01-02,20:00,0.0007210309595302,0.0035693662629477,Serbia
2020-01-02,21:00,0.0007337231112257,0.0033390868992905,Serbia
2020-01-02,22:00,0.0007435068465964,0.002994157533306,Serbia
2020-01-02,23:00,0.0007339474947119,0.0025489727396777,Serbia
