Date,Hour,EnergyUsage(TWh),EnergyGeneration(TWh),Country
2020-01-20,0:00,0.0007171429124558,0.0021342617542917,Serbia
2020-01-20,1:00,0.0007196561727801,0.0025829560157742,Serbia
2020-01-20,2:00,0.0007428983231136,0.0030065411496516,Serbia
2020-01-20,3:00,0.0007335027726112,0.0034416232105956,Serbia
2020-01-20,4:00,0.0007325874447822,0.0038057077492526,Serbia
2020-01-20,5:00,0.0008801854187222,0.0042167281564048,Serbia
2020-01-20,6:00,0.0010308872786776,0.0042297597894592,Serbia
2020-01-20,7:00,0.0011712755613296,0.0040682473810328,Serbia
2020-01-20,8:00,0.0013355409201038,0.0037487764315603,Serbia
2020-01-20,9:00,0.0014396337841366,0.0,Serbia
2020-01-20,10:00,0.0007217931761678,0.0,Serbia
2020-01-20,11:00,0.0007223798134654,0.0,Serbia
2020-01-20,12:00,0.0007430255199099,0.0,Serbia
2020-01-20,13:00,0.0007345645372357,0.0,Serbia
2020-01-20,14:00,0.0007373155444567,0.0,Serbia
2020-01-20,15:00,0.00088699913665,0.0039805817891939,Serbia
2020-01-20,16:00,0.0010391271024765,0.0041669645006152,Serbia
2020-01-20,17:00,0.0011922523652897,0.0042221532334996,Serbia
2020-01-20,18:00,0.0012957260411272,0.0040848369466408,Serbia
2020-01-20,19:00,0.0014559076061116,0.0038532554441422,Serbia
2020-01-20,20:00,0.0007355281424817,0.0035466033718894,Serbia
2020-01-20,21:00,0.000738599232504,0.003345896738678,Serbia
2020-01-20,22:00,0.0007292218549853,0.0029409428911843,Serbia
2020-01-20,23:00,0.0007209934185703,0.0025629397643544,Serbia
