Date,Hour,EnergyUsage(TWh),EnergyGeneration(TWh),Country
2020-01-23,0:00,0.0007277314138392,0.0021565926643335,Serbia
2020-01-23,1:00,0.0007296191433308,0.0025630206955579,Serbia
2020-01-23,2:00,0.0007230844976931,0.0029756231462111,Serbia
2020-01-23,3:00,0.0007363097192376,0.0033981000360736,Serbia
2020-01-23,4:00,0.0007236509566602,0.003859978324062,Serbia
2020-01-23,5:00,0.0008849090266451,0.0042008136934768,Serbia
2020-01-23,6:00,0.0010260045456692,0.0042648283921461,Serbia
2020-01-23,7:00,0.0011652964610514,0.0040976901368305,Serbia
2020-01-23,8:00,0.0013251042855925,0.0038050421356625,Serbia
2020-01-23,9:00,0.0014493016934905,0.0,Serbia
2020-01-23,10:00,0.0007404617486254,0.0,Serbia
2020-01-23,11:00,0.0007354369053727,0.0,Serbia
2020-01-23,12:00,0.0007461132506665,0.0,Serbia
2020-01-23,13:00,0.0007259627448787,0.0,Serbia
2020-01-23,14:00,0.0007358889221456,0.0,Serbia
2020-01-23,15:00,0.0008679281217271,0.0041051324699662,Serbia
2020-01-23,16:00,0.001017103327899,0.0042073633512786,Serbia
2020-01-23,17:00,0.0011617845201382,0.0042828061006287,Serbia
2020-01-23,18:00,0.0013274700836512,0.0040110401232046,Serbia
2020-01-23,19:00,0.0014652215346511,0.0038150601237723,Serbia
2020-01-23,20:00,0.0007354594714307,0.0035631786195175,Serbia
2020-01-23,21:00,0.0007304068054862,0.0033511188612313,Serbia
2020-01-23,22:00,0.0007460924993489,0.0029202901106116,Serbia
2020-01-23,23:00,0.0007304024009136,0.0025047494783995,Serbia
