Date,Hour,EnergyUsage(TWh),EnergyGeneration(TWh),Country
2020-01-29,0:00,0.0007203134102484,0.0021151336953089,Serbia
2020-01-29,1:00,0.0007192172381524,0.0025200189656347,Serbia
2020-01-29,2:00,0.0007278735977521,0.0030044472362982,Serbia
2020-01-29,3:00,0.0007399264189292,0.0033443353707738,Serbia
2020-01-29,4:00,0.0007213349696732,0.0038642659822126,Serbia
2020-01-29,5:00,0.0008792092799827,0.0042997603275358,Serbia
2020-01-29,6:00,0.0010163816894622,0.0041738927196634,Serbia
2020-01-29,7:00,0.0011633534085922,0.0039704942565014,Serbia
2020-01-29,8:00,0.0013411832168203,0.0037678256578932,Serbia
2020-01-29,9:00,0.001490461753876,0.0,Serbia
2020-01-29,10:00,0.0007330471722186,0.0,Serbia
2020-01-29,11:00,0.000743255920994,0.0,Serbia
2020-01-29,12:00,0.0007453934447645,0.0,Serbia
2020-01-29,13:00,0.0007357076792755,0.0,Serbia
2020-01-29,14:00,0.000721521510558,0.0,Serbia
2020-01-29,15:00,0.0008888501204049,0.004030689445756,Serbia
2020-01-29,16:00,0.0010088882958243,0.0042932725650176,Serbia
2020-01-29,17:00,0.0011793796927244,0.0041632616375408,Serbia
2020-01-29,18:00,0.0013201955700141,0.0040533243701386,Serbia
2020-01-29,19:00,0.0014412247694248,0.0037639363315296,Serbia
2020-01-29,20:00,0.0007322911234883,0.0035999928359654,Serbia
2020-01-29,21:00,0.0007364991148566,0.0033800477121788,Serbia
2020-01-29,22:00,0.0007239578050767,0.0029700954938279,Serbia
2020-01-29,23:00,0.0007272768770312,0.0025248621349788,Serbia
