Date,Hour,EnergyUsage(TWh),Country_x,EnergyGeneration(TWh),Country_y,Country
2021-09-27,0:00,0.0007674914464154,Serbia,0.0021036576601062,Serbia,Serbia
2021-09-27,1:00,0.0007743544507076,Serbia,0.0025997140008869,Serbia,Serbia
2021-09-27,2:00,0.0007721840328317,Serbia,0.0030318654764418,Serbia,Serbia
2021-09-27,3:00,0.0007625916552169,Serbia,0.0034379267628664,Serbia,Serbia
2021-09-27,4:00,0.0007563613496709,Serbia,0.0038818399340185,Serbia,Serbia
2021-09-27,5:00,0.0009300379824778,Serbia,0.0042247880535487,Serbia,Serbia
2021-09-27,6:00,0.0010883817248622,Serbia,0.004347292605087,Serbia,Serbia
2021-09-27,7:00,0.0012437101976367,Serbia,0.0041152083703248,Serbia,Serbia
2021-09-27,8:00,0.0013986236629205,Serbia,0.0038652343062169,Serbia,Serbia
2021-09-27,9:00,0.0015252304160509,Serbia,0.0,Serbia,Serbia
2021-09-27,10:00,0.0007620513939076,Serbia,0.0,Serbia,Serbia
2021-09-27,11:00,0.0007720314513861,Serbia,0.0,Serbia,Serbia
2021-09-27,12:00,0.0007636339312275,Serbia,0.0,Serbia,Serbia
2021-09-27,13:00,0.0007745960431553,Serbia,0.0,Serbia,Serbia
2021-09-27,14:00,0.0007624883626483,Serbia,0.0,Serbia,Serbia
2021-09-27,15:00,0.0009173537919791,Serbia,0.0040464736191249,Serbia,Serbia
2021-09-27,16:00,0.0010793294646632,Serbia,0.0042980140718539,Serbia,Serbia
2021-09-27,17:00,0.0012203061881075,Serbia,0.0042672389188279,Serbia,Serbia
2021-09-27,18:00,0.0013945808417241,Serbia,0.004031965539155,Serbia,Serbia
2021-09-27,19:00,0.0015451882992501,Serbia,0.0037946323529195,Serbia,Serbia
2021-09-27,20:00,0.0007538777083485,Serbia,0.0036406156012527,Serbia,Serbia
2021-09-27,21:00,0.0007522673211154,Serbia,0.0034449053890734,Serbia,Serbia
2021-09-27,22:00,0.0007545875923984,Serbia,0.0029949313890216,Serbia,Serbia
2021-09-27,23:00,0.0007525945725756,Serbia,0.0026135231595437,Serbia,Serbia
