Date,Hour,EnergyUsage(TWh),Country_x,EnergyGeneration(TWh),Country_y,Country
2022-12-03,0:00,0.0007482426717737,Serbia,0.0019917381696736,Serbia,Serbia
2022-12-03,1:00,0.0007466363034765,Serbia,0.0024509468087546,Serbia,Serbia
2022-12-03,2:00,0.0007309247407361,Serbia,0.0027786254656317,Serbia,Serbia
2022-12-03,3:00,0.0007546269519371,Serbia,0.0032718368128603,Serbia,Serbia
2022-12-03,4:00,0.0007299351069953,Serbia,0.0036363827136705,Serbia,Serbia
2022-12-03,5:00,0.0008848986200582,Serbia,0.0040425898300208,Serbia,Serbia
2022-12-03,6:00,0.0010541893137622,Serbia,0.0040130690330382,Serbia,Serbia
2022-12-03,7:00,0.001179266109361,Serbia,0.0037825103601566,Serbia,Serbia
2022-12-03,8:00,0.0013491731109445,Serbia,0.0036566564248613,Serbia,Serbia
2022-12-03,9:00,0.0015136362172671,Serbia,0.0,Serbia,Serbia
2022-12-03,10:00,0.0007349896982162,Serbia,0.0,Serbia,Serbia
2022-12-03,11:00,0.0007301403174018,Serbia,0.0,Serbia,Serbia
2022-12-03,12:00,0.000734498859051,Serbia,0.0,Serbia,Serbia
2022-12-03,13:00,0.0007504938818261,Serbia,0.0,Serbia,Serbia
2022-12-03,14:00,0.0007488816739989,Serbia,0.0,Serbia,Serbia
2022-12-03,15:00,0.0008864938727401,Serbia,0.0038594512059935,Serbia,Serbia
2022-12-03,16:00,0.0010293456566984,Serbia,0.0039768352793498,Serbia,Serbia
2022-12-03,17:00,0.0011829146599218,Serbia,0.004012141151358,Serbia,Serbia
2022-12-03,18:00,0.0013357209424721,Serbia,0.0037547379260092,Serbia,Serbia
2022-12-03,19:00,0.0014938684170153,Serbia,0.0036392222229869,Serbia,Serbia
2022-12-03,20:00,0.0007394887111867,Serbia,0.0033760502052608,Serbia,Serbia
2022-12-03,21:00,0.000742758814756,Serbia,0.0032550010606885,Serbia,Serbia
2022-12-03,22:00,0.0007569431993816,Serbia,0.0027916202839039,Serbia,Serbia
2022-12-03,23:00,0.0007530375257333,Serbia,0.002404138313159,Serbia,Serbia
