Date,Hour,EnergyUsage(TWh),EnergyGeneration(TWh),Country
2020-09-15,0:00,0.0007264723268418,0.0021078485354123,Serbia
2020-09-15,1:00,0.00071897098342,0.0025608894453716,Serbia
2020-09-15,2:00,0.0007243723752048,0.0029244029851885,Serbia
2020-09-15,3:00,0.0007353967099705,0.0034255456447327,Serbia
2020-09-15,4:00,0.0007460232126152,0.0038697874824682,Serbia
2020-09-15,5:00,0.0008612236909732,0.0042490282500468,Serbia
2020-09-15,6:00,0.0010078262628186,0.0042515136149453,Serbia
2020-09-15,7:00,0.0011741142621976,0.0040625141835341,Serbia
2020-09-15,8:00,0.0013065416030149,0.0037706922474484,Serbia
2020-09-15,9:00,0.0014570777588937,0.0,Serbia
2020-09-15,10:00,0.0007418852779615,0.0,Serbia
2020-09-15,11:00,0.0007388058403277,0.0,Serbia
2020-09-15,12:00,0.0007356366776435,0.0,Serbia
2020-09-15,13:00,0.0007239900342473,0.0,Serbia
2020-09-15,14:00,0.0007460789727483,0.0,Serbia
2020-09-15,15:00,0.0008844399277751,0.003983869028422,Serbia
2020-09-15,16:00,0.0010090379170986,0.0041686206179157,Serbia
2020-09-15,17:00,0.0011859618640684,0.0042764005614579,Serbia
2020-09-15,18:00,0.0013392751846329,0.0040434158670601,Serbia
2020-09-15,19:00,0.0014900120560598,0.0037615010469431,Serbia
2020-09-15,20:00,0.000721289303432,0.0035313086351051,Serbia
2020-09-15,21:00,0.0007353690351085,0.0033640779820754,Serbia
2020-09-15,22:00,0.0007281056077312,0.0030158332181158,Serbia
2020-09-15,23:00,0.0007188371953593,0.0025191114761089,Serbia
