Date,Hour,EnergyUsage(TWh),EnergyGeneration(TWh),Country
2020-08-26,0:00,0.0007215740995508,0.002083367940219,Serbia
2020-08-26,1:00,0.0007385268685203,0.0025913563581595,Serbia
2020-08-26,2:00,0.0007246123777309,0.0029233447898165,Serbia
2020-08-26,3:00,0.0007217108694411,0.0034525248313156,Serbia
2020-08-26,4:00,0.0007307721531495,0.0037409405986218,Serbia
2020-08-26,5:00,0.0008870715184874,0.0043003025566874,Serbia
2020-08-26,6:00,0.0010401700454557,0.004198036064509,Serbia
2020-08-26,7:00,0.0011882382046606,0.0039987718801854,Serbia
2020-08-26,8:00,0.0013280777492351,0.0037982546448731,Serbia
2020-08-26,9:00,0.0014462733914732,0.0,Serbia
2020-08-26,10:00,0.0007205484677232,0.0,Serbia
2020-08-26,11:00,0.000728002841658,0.0,Serbia
2020-08-26,12:00,0.0007433283805133,0.0,Serbia
2020-08-26,13:00,0.0007358570496358,0.0,Serbia
2020-08-26,14:00,0.0007342748717999,0.0,Serbia
2020-08-26,15:00,0.0008946053676724,0.004021809622943,Serbia
2020-08-26,16:00,0.0010132469483798,0.004263238065232,Serbia
2020-08-26,17:00,0.0011807635934577,0.0042511741458261,Serbia
2020-08-26,18:00,0.0013223063305002,0.0040926314055552,Serbia
2020-08-26,19:00,0.0014527136750123,0.0038433673246814,Serbia
2020-08-26,20:00,0.0007299155890655,0.0036212762650135,Serbia
2020-08-26,21:00,0.0007225350720424,0.0033895257142217,Serbia
2020-08-26,22:00,0.0007221945148555,0.0029319403447811,Serbia
2020-08-26,23:00,0.0007294241001239,0.0025300464650887,Serbia
