Date,Hour,EnergyUsage(TWh),EnergyGeneration(TWh),Country
2020-08-17,0:00,0.0007277284462133,0.0020881139396958,Serbia
2020-08-17,1:00,0.0007236423098149,0.0025816206318301,Serbia
2020-08-17,2:00,0.0007415579810011,0.0030169362598313,Serbia
2020-08-17,3:00,0.0007428086167773,0.0033657923241878,Serbia
2020-08-17,4:00,0.0007376543905631,0.0038528512035653,Serbia
2020-08-17,5:00,0.0008888084340564,0.0042363077287446,Serbia
2020-08-17,6:00,0.0010362390569768,0.0042569753312383,Serbia
2020-08-17,7:00,0.0011799420593744,0.0039492576935496,Serbia
2020-08-17,8:00,0.0013029523683779,0.0038846002531421,Serbia
2020-08-17,9:00,0.0014487533037172,0.0,Serbia
2020-08-17,10:00,0.0007247117465891,0.0,Serbia
2020-08-17,11:00,0.0007362304419782,0.0,Serbia
2020-08-17,12:00,0.0007292171336786,0.0,Serbia
2020-08-17,13:00,0.0007363475172062,0.0,Serbia
2020-08-17,14:00,0.0007264957094069,0.0,Serbia
2020-08-17,15:00,0.0008711704421681,0.0039895785598995,Serbia
2020-08-17,16:00,0.0010415869359186,0.0042937240314095,Serbia
2020-08-17,17:00,0.0011905895644363,0.0043209043877809,Serbia
2020-08-17,18:00,0.0013086585762079,0.0040399005729851,Serbia
2020-08-17,19:00,0.0014383279781562,0.0038107507832992,Serbia
2020-08-17,20:00,0.0007305885479166,0.0036138960899417,Serbia
2020-08-17,21:00,0.0007335702235516,0.0033905267976031,Serbia
2020-08-17,22:00,0.0007295888511853,0.0030218454364094,Serbia
2020-08-17,23:00,0.0007295734448724,0.0025534007059776,Serbia
