Date,Hour,EnergyUsage(TWh),Country_x,EnergyGeneration(TWh),Country_y,Country
2021-06-09,0:00,0.0007671903927725,Serbia,0.0021673018837135,Serbia,Serbia
2021-06-09,1:00,0.0007832711060813,Serbia,0.0025899621512897,Serbia,Serbia
2021-06-09,2:00,0.0007757895750646,Serbia,0.0029924787142927,Serbia,Serbia
2021-06-09,3:00,0.0007784985953377,Serbia,0.0034194935702439,Serbia,Serbia
2021-06-09,4:00,0.0007579188379837,Serbia,0.0038477332536747,Serbia,Serbia
2021-06-09,5:00,0.0009119689453835,Serbia,0.0042922965163718,Serbia,Serbia
2021-06-09,6:00,0.001073172837431,Serbia,0.004360579099327,Serbia,Serbia
2021-06-09,7:00,0.0012477826266255,Serbia,0.004122935029072,Serbia,Serbia
2021-06-09,8:00,0.0013730794682682,Serbia,0.0037998510996803,Serbia,Serbia
2021-06-09,9:00,0.001511775006496,Serbia,0.0,Serbia,Serbia
2021-06-09,10:00,0.000763750688399,Serbia,0.0,Serbia,Serbia
2021-06-09,11:00,0.000762846326049,Serbia,0.0,Serbia,Serbia
2021-06-09,12:00,0.000773562440582,Serbia,0.0,Serbia,Serbia
2021-06-09,13:00,0.0007766782027442,Serbia,0.0,Serbia,Serbia
2021-06-09,14:00,0.0007830915756896,Serbia,0.0,Serbia,Serbia
2021-06-09,15:00,0.0009093579939101,Serbia,0.0040751547056465,Serbia,Serbia
2021-06-09,16:00,0.0010854598479,Serbia,0.004292116494806,Serbia,Serbia
2021-06-09,17:00,0.0012102405854959,Serbia,0.0043474320384435,Serbia,Serbia
2021-06-09,18:00,0.0013827227277478,Serbia,0.0040393606928963,Serbia,Serbia
2021-06-09,19:00,0.0015152909966721,Serbia,0.0039250131588557,Serbia,Serbia
2021-06-09,20:00,0.0007753603968741,Serbia,0.0036792025023148,Serbia,Serbia
2021-06-09,21:00,0.000779943597031,Serbia,0.0034774033600996,Serbia,Serbia
2021-06-09,22:00,0.0007543445919805,Serbia,0.0029472132996982,Serbia,Serbia
2021-06-09,23:00,0.000770756518758,Serbia,0.0025419082625811,Serbia,Serbia
